time,bytes_read,bytes_written
1133,609,342
1134,66,390
1135,66,342
1136,609,342
1137,66,390
1138,66,342
1139,66,342
114,0,13
1140,66,342
1141,66,342
1142,66,342
1143,609,342
1144,66,390
1145,66,342
1146,66,342
1147,66,342
1148,66,885
1149,8696,10811
115,0,13
1150,66,700
1151,66,342
1152,4323,4628
1153,66,447
1154,66,342
1155,66,342
1156,66,342
1157,66,342
1158,66,885
1159,66,389
116,0,13
1160,66,342
1161,66,342
1162,66,342
1163,1152,1428
1164,1695,2071
1165,66,445
1166,66,342
1167,66,342
1168,66,342
1169,66,342
117,0,13
1170,66,342
1171,66,342
1172,609,342
1173,66,390
1174,2781,3057
1175,66,447
1176,66,342
1177,66,342
1178,66,342
1179,66,342
118,0,13
1180,9782,12367
1181,66,749
1182,66,342
1183,609,885
1184,66,437
1185,3295,3600
1186,66,494
1187,66,342
1188,66,342
1189,66,342
119,0,13
1190,66,342
1191,66,342
1192,609,342
1193,66,390
1194,66,342
1195,66,342
1196,2781,3057
1197,66,447
1198,66,342
1199,66,342
12,0,13
120,0,13
1200,66,342
1201,66,342
1202,886,680
1203,0,559
1204,0,61
1205,0,13
1206,0,13
1207,0,13
1208,0,13
1209,0,13
121,0,13
1210,0,13
1211,9716,12065
1212,0,469
1213,0,14
1214,3200,3242
1215,543,662
1216,0,110
1217,0,14
1218,0,13
1219,0,13
122,0,13
1220,0,13
1221,0,13
1222,0,13
1223,0,13
1224,543,13
1225,1086,1148
1226,1086,1201
1227,543,659
1228,0,110
1229,0,557
123,0,13
1230,0,61
1231,0,13
1232,0,13
1233,0,13
1234,0,556
1235,0,61
1236,0,13
1237,0,13
1238,0,556
1239,0,61
124,0,13
1240,0,13
1241,0,13
1242,8630,10975
1243,1629,2100
1244,11055,8775
1245,1600,1772
1246,0,114
1247,0,14
1248,0,13
1249,0,13
125,0,13
1250,0,13
1251,0,13
1252,0,13
1253,0,13
1254,543,13
1255,0,62
1256,0,556
1257,0,61
1258,0,13
1259,0,13
126,0,13
1260,0,13
1261,0,13
1262,0,556
1263,0,61
1264,0,13
1265,0,13
1266,0,556
1267,0,61
1268,0,13
1269,0,13
127,0,13
1270,0,13
1271,0,13
1272,0,556
1273,10628,14069
1274,0,425
1275,0,14
1276,0,13
1277,0,13
1278,0,13
1279,0,556
128,0,13
1280,0,61
1281,0,13
1282,0,13
1283,0,13
1284,8688,9658
1285,0,476
1286,0,14
1287,0,13
1288,0,556
1289,0,61
129,0,13
1290,0,13
1291,543,13
1292,0,62
1293,0,13
1294,0,13
1295,10317,11284
1296,543,480
1297,0,63
1298,0,13
1299,0,13
13,0,13
130,0,13
1300,0,13
1301,0,13
1302,0,556
1303,0,61
1304,11859,13280
1305,10317,11874
1306,6516,8019
1307,0,425
1308,0,14
1309,543,13
131,0,13
1310,0,62
1311,0,13
1312,0,13
1313,0,13
1314,0,13
1315,0,13
1316,0,13
1317,0,13
1318,543,13
1319,0,62
132,0,13
1320,0,13
1321,0,13
1322,0,13
1323,0,13
1324,543,13
1325,0,62
1326,0,13
1327,0,13
1328,0,13
1329,0,13
133,0,13
1330,0,13
1331,0,13
1332,0,556
1333,0,61
1334,0,13
1335,8087,9889
1336,0,376
1337,543,14
1338,3229,3320
1339,0,120
134,0,13
1340,0,14
1341,0,13
1342,0,13
1343,0,13
1344,0,13
1345,0,13
1346,0,556
1347,0,61
1348,0,13
1349,0,13
135,0,13
1350,0,13
1351,0,13
1352,0,13
1353,0,13
1354,543,13
1355,0,62
1356,0,556
1357,0,59
1358,0,556
1359,0,61
136,0,13
1360,0,13
1361,0,13
1362,0,13
1363,0,556
1364,543,61
1365,7428,5589
1366,18230,20198
1367,0,480
1368,0,14
1369,543,556
137,0,13
1370,0,110
1371,0,14
1372,0,13
1373,0,13
1374,0,556
1375,0,61
1376,0,13
1377,0,13
1378,3714,3785
1379,543,709
138,0,13
1380,0,110
1381,0,14
1382,0,13
1383,0,13
1384,0,13
1385,543,13
1386,0,62
1387,0,13
1388,0,13
1389,1086,1099
139,0,13
1390,1086,1201
1391,543,659
1392,0,110
1393,0,14
1394,0,13
1395,0,13
1396,0,13
1397,9173,10436
1398,0,420
1399,0,14
14,8688,9659
140,0,13
1400,3200,3271
1401,543,709
1402,0,110
1403,0,14
1404,0,13
1405,0,13
1406,0,13
1407,0,556
1408,0,61
1409,0,13
141,0,13
1410,0,13
1411,1086,1099
1412,2382,2082
1413,755,446
1414,66,343
1415,66,342
1416,66,342
1417,66,342
1418,66,342
1419,66,342
142,0,13
1420,66,885
1421,66,389
1422,1152,1428
1423,1152,1528
1424,609,986
1425,66,437
1426,66,342
1427,66,342
1428,10325,11847
1429,66,801
143,0,13
1430,66,342
1431,609,885
1432,66,437
1433,1152,1428
1434,1695,2071
1435,66,445
1436,66,342
1437,66,342
1438,609,342
1439,66,390
144,0,13
1440,66,342
1441,66,342
1442,66,342
1443,66,342
1444,66,342
1445,66,885
1446,66,389
1447,66,342
1448,66,342
1449,66,885
145,0,13
1450,66,389
1451,66,342
1452,66,342
1453,2564,6319
1454,66,396
1455,66,342
1456,66,885
1457,66,389
1458,66,342
1459,8153,10222
146,0,13
1460,66,704
1461,66,342
1462,66,342
1463,609,342
1464,66,390
1465,66,342
1466,66,342
1467,66,342
1468,66,342
1469,66,342
147,0,13
1470,66,342
1471,609,342
1472,66,390
1473,66,342
1474,66,342
1475,66,342
1476,66,342
1477,66,342
1478,66,342
1479,2566,6862
148,0,13
1480,66,443
1481,66,342
1482,66,342
1483,66,342
1484,609,342
1485,5496,5277
1486,16891,14898
1487,66,551
1488,66,342
1489,66,342
149,0,13
1490,12294,17333
1491,9231,10788
1492,8688,9698
1493,1086,915
1494,0,156
1495,0,14
1496,0,13
1497,0,13
1498,0,556
1499,0,61
15,0,424
150,0,13
1500,0,13
1501,543,13
1502,0,62
1503,8688,9664
1504,0,423
1505,0,14
1506,0,13
1507,0,13
1508,0,556
1509,0,61
151,0,13
1510,0,13
1511,0,13
1512,0,13
1513,0,13
1514,5430,6400
1515,1086,2049
1516,1086,704
1517,0,156
1518,0,14
1519,0,13
152,0,13
1520,0,13
1521,1086,1905
1522,0,207
1523,66,341
1524,3295,3600
1525,7125,8463
1526,66,754
1527,66,342
1528,66,342
1529,66,342
153,0,13
1530,66,342
1531,66,342
1532,609,342
1533,66,390
1534,66,342
1535,66,342
1536,66,342
1537,66,342
1538,66,342
1539,66,885
154,0,13
1540,66,389
1541,66,342
1542,66,342
1543,66,885
1544,66,389
1545,66,342
1546,66,342
1547,66,342
1548,66,1428
1549,66,437
155,0,13
1550,66,342
1551,66,342
1552,12468,14539
1553,66,856
1554,66,342
1555,609,342
1556,66,390
1557,66,342
1558,609,342
1559,66,390
156,0,13
1560,66,342
1561,66,342
1562,66,342
1563,66,342
1564,609,342
1565,0,63
1566,0,13
1567,0,13
1568,0,13
1569,0,13
157,0,13
1570,0,13
1571,0,13
1572,0,13
1573,0,556
1574,0,61
1575,0,13
1576,0,13
1577,0,13
1578,0,13
1579,0,13
158,0,13
1580,0,556
1581,0,61
1582,0,13
1583,8087,10436
1584,0,424
1585,0,14
1586,543,556
1587,0,110
1588,0,14
1589,0,13
159,0,13
1590,0,556
1591,0,61
1592,3200,3271
1593,543,709
1594,0,110
1595,0,14
1596,0,13
1597,66,340
1598,609,342
1599,66,390
16,0,14
160,0,13
1600,66,342
1601,66,342
1602,66,342
1603,1152,1428
1604,1152,1528
1605,609,986
1606,4410,4238
1607,10578,9150
1608,66,499
1609,66,342
161,0,13
1610,66,342
1611,66,342
1612,609,342
1613,66,390
1614,8696,10761
1615,66,796
1616,66,342
1617,609,885
1618,66,437
1619,66,342
162,0,13
1620,3780,4143
1621,609,1083
1622,66,438
1623,66,342
1624,66,342
1625,66,342
1626,66,342
1627,609,342
1628,66,390
1629,66,342
163,0,13
1630,66,342
1631,1152,1428
1632,1152,1528
1633,609,986
1634,66,437
1635,66,342
1636,66,342
1637,66,342
1638,609,342
1639,66,390
164,0,13
1640,66,342
1641,66,342
1642,2238,2514
1643,609,989
1644,66,437
1645,11411,13480
1646,66,1346
165,0,13
166,0,13
167,0,13
168,0,13
169,0,13
17,0,13
170,0,13
171,0,13
172,0,13
173,0,13
174,0,13
175,0,13
176,0,13
177,0,13
178,0,13
179,0,13
18,0,13
180,0,13
181,0,13
182,0,13
183,0,13
184,0,13
185,0,13
186,0,13
187,0,13
188,14914,18061
189,6516,8637
19,0,13
190,8688,10094
191,1086,1557
192,543,657
193,0,108
194,0,14
195,0,13
196,0,13
197,0,13
198,0,13
199,0,13
2,11403,12854
20,0,13
200,0,13
201,8688,9655
202,0,476
203,0,14
204,0,13
205,0,13
206,0,13
207,0,13
208,0,13
209,0,13
21,0,13
210,0,13
211,0,13
212,8688,9658
213,0,423
214,0,14
215,0,13
216,0,13
217,0,13
218,0,13
219,1629,2713
22,0,13
220,0,256
221,0,14
222,0,13
223,10802,12350
224,0,520
225,0,14
226,0,13
227,0,13
228,0,13
229,0,13
23,0,13
230,0,13
231,0,13
232,0,13
233,0,13
234,7059,8029
235,1086,1556
236,543,657
237,0,108
238,0,14
239,0,13
24,0,13
240,0,13
241,0,13
242,0,13
243,0,13
244,0,13
245,0,13
246,0,13
247,0,13
248,0,13
249,0,13
25,8688,9653
250,13915,17366
251,0,524
252,0,14
253,0,13
254,0,13
255,0,13
256,0,13
257,0,13
258,0,13
259,0,13
26,1086,1557
260,0,13
261,7059,8029
262,0,425
263,0,14
264,0,13
265,0,13
266,0,13
267,0,13
268,0,13
269,0,13
27,543,657
270,0,13
271,0,13
272,8688,9635
273,0,476
274,0,14
275,0,13
276,0,13
277,0,13
278,0,13
279,0,13
28,0,108
280,0,13
281,0,13
282,0,13
283,0,13
284,0,13
285,0,13
286,0,13
287,0,13
288,0,13
289,0,13
29,16705,19233
290,0,13
291,0,13
292,0,13
293,0,13
294,0,13
295,0,13
296,0,13
297,0,13
298,0,13
299,0,13
3,7059,8564
30,92162,93067
300,0,13
301,0,13
302,0,13
303,0,13
304,0,13
305,0,13
306,0,13
307,0,13
308,0,13
309,0,13
31,1501716,1581688
310,0,13
311,0,13
312,0,13
313,0,13
314,0,13
315,0,13
316,0,13
317,0,13
318,0,13
319,0,13
32,131173,64556
320,0,13
321,0,13
322,0,13
323,0,13
324,0,13
325,0,13
326,0,13
327,0,13
328,0,13
329,0,13
33,5256,1616
330,0,13
331,0,13
332,0,13
333,0,13
334,0,13
335,0,13
336,0,13
337,0,13
338,0,13
339,0,13
34,0,115
340,0,13
341,0,13
342,0,13
343,0,13
344,0,13
345,0,13
346,0,13
347,0,13
348,0,13
349,0,13
35,0,14
350,0,13
351,0,13
352,0,13
353,0,13
354,0,13
355,0,13
356,0,13
357,0,13
358,0,13
359,0,13
36,0,13
360,0,13
361,0,13
362,0,13
363,0,13
364,0,13
365,0,13
366,0,13
367,0,13
368,0,13
369,0,13
37,0,13
370,0,13
371,0,13
372,0,13
373,0,13
374,12887,15455
375,9774,11374
376,7602,9157
377,543,965
378,0,108
379,0,14
38,0,13
380,0,13
381,0,13
382,0,13
383,0,13
384,0,13
385,0,13
386,0,13
387,0,13
388,0,13
389,0,13
39,0,13
390,0,13
391,0,13
392,0,13
393,0,13
394,0,13
395,0,13
396,0,13
397,0,13
398,0,13
399,0,13
4,0,373
40,0,13
400,0,13
401,0,13
402,0,13
403,0,13
404,0,13
405,11743,15164
406,0,518
407,0,14
408,0,13
409,0,13
41,2172,2185
410,0,13
411,0,13
412,0,13
413,0,13
414,0,13
415,0,13
416,7816,8354
417,66,703
418,66,342
419,66,342
42,6516,7685
420,66,342
421,66,342
422,66,342
423,66,342
424,66,342
425,66,342
426,66,342
427,10383,11616
428,66,756
429,66,342
43,0,423
430,66,342
431,66,342
432,66,342
433,66,342
434,66,342
435,66,342
436,1695,3042
437,66,580
438,10325,12127
439,66,800
44,0,14
440,66,342
441,66,342
442,66,342
443,66,342
444,66,342
445,66,342
446,66,342
447,66,342
448,754,343
449,5496,6730
45,0,13
450,1918,2121
451,543,657
452,0,108
453,0,14
454,0,13
455,0,13
456,0,13
457,0,13
458,0,13
459,0,13
46,0,13
460,0,13
461,0,13
462,0,13
463,0,13
464,0,13
465,0,13
466,0,13
467,9658,12302
468,0,517
469,0,14
47,0,13
470,0,13
471,0,13
472,0,13
473,0,13
474,0,13
475,0,13
476,0,13
477,0,13
478,7602,8415
479,543,1113
48,0,13
480,543,718
481,0,208
482,0,14
483,0,13
484,0,13
485,0,13
486,0,13
487,0,13
488,0,13
489,0,13
49,0,13
490,0,13
491,0,13
492,0,13
493,0,13
494,0,13
495,0,13
496,0,13
497,0,13
498,0,13
499,0,13
5,0,14
50,0,13
500,0,13
501,0,13
502,0,13
503,0,13
504,0,13
505,0,13
506,0,13
507,0,13
508,0,13
509,0,13
51,0,13
510,0,13
511,0,13
512,0,13
513,0,13
514,0,13
515,0,13
516,0,13
517,0,13
518,0,13
519,0,13
52,3258,3271
520,0,13
521,0,13
522,0,13
523,0,13
524,0,13
525,0,13
526,0,13
527,0,13
528,0,13
529,2616,3272
53,3801,4923
530,0,159
531,0,14
532,0,13
533,0,13
534,0,13
535,0,13
536,0,13
537,0,13
538,0,13
539,0,13
54,0,369
540,0,13
541,0,13
542,0,13
543,0,13
544,0,13
545,0,13
546,0,13
547,0,13
548,0,13
549,0,13
55,0,14
550,0,13
551,0,13
552,0,13
553,0,13
554,0,13
555,0,13
556,0,13
557,0,13
558,0,13
559,0,13
56,0,13
560,13944,15392
561,8659,9691
562,7602,9058
563,0,376
564,0,14
565,0,13
566,0,13
567,0,13
568,0,13
569,0,13
57,0,13
570,0,13
571,0,13
572,0,13
573,0,13
574,0,13
575,0,13
576,0,13
577,0,13
578,0,13
579,0,13
58,0,13
580,0,13
581,0,13
582,0,13
583,0,13
584,0,13
585,0,13
586,0,13
587,0,13
588,0,13
589,0,13
59,0,13
590,0,13
591,9716,11522
592,0,473
593,0,14
594,0,13
595,0,13
596,0,13
597,0,13
598,0,13
599,0,13
6,0,13
60,0,13
600,0,13
601,0,13
602,0,13
603,0,13
604,0,13
605,0,13
606,0,13
607,0,13
608,0,13
609,0,13
61,0,13
610,0,13
611,0,13
612,0,13
613,0,13
614,0,13
615,0,13
616,0,13
617,0,13
618,0,13
619,0,13
62,0,13
620,0,13
621,0,13
622,13372,16276
623,0,475
624,0,14
625,0,13
626,0,13
627,0,13
628,0,13
629,0,13
63,2172,2185
630,0,13
631,0,13
632,0,13
633,7544,8386
634,543,1165
635,543,718
636,0,208
637,0,14
638,0,13
639,0,13
64,9774,10947
640,0,13
641,0,13
642,0,13
643,0,13
644,7059,8029
645,1086,1504
646,543,657
647,0,108
648,0,14
649,0,13
65,0,476
650,0,13
651,0,13
652,0,13
653,3801,6001
654,0,312
655,13886,14979
656,0,473
657,0,14
658,0,13
659,0,13
66,0,14
660,0,13
661,0,13
662,0,13
663,0,13
664,0,13
665,0,13
666,7059,9057
667,0,376
668,0,14
669,0,13
67,0,13
670,0,13
671,0,13
672,0,13
673,0,13
674,0,13
675,0,13
676,0,13
677,0,13
678,0,13
679,0,13
68,0,13
680,0,13
681,0,13
682,0,13
683,0,13
684,8630,10438
685,0,424
686,0,14
687,0,13
688,0,13
689,0,13
69,0,13
690,0,13
691,0,13
692,0,13
693,0,13
694,0,13
695,0,13
696,0,13
697,0,13
698,0,13
699,0,13
7,0,13
70,0,13
700,0,13
701,0,13
702,0,13
703,0,13
704,0,13
705,0,13
706,0,13
707,0,13
708,0,13
709,0,13
71,0,13
710,0,13
711,0,13
712,0,13
713,0,13
714,0,13
715,0,13
716,0,13
717,0,13
718,0,13
719,0,13
72,0,13
720,0,13
721,0,13
722,0,13
723,0,13
724,0,13
725,0,13
726,0,13
727,0,13
728,0,13
729,0,13
73,0,13
730,0,13
731,0,13
732,0,13
733,0,13
734,0,13
735,0,13
736,0,13
737,0,13
738,0,13
739,0,13
74,0,13
740,0,13
741,0,13
742,0,13
743,0,13
744,0,13
745,0,13
746,11772,14370
747,8659,10204
748,9774,11278
749,0,477
75,0,13
750,0,14
751,3611,5949
752,2715,2835
753,1629,1749
754,2172,2336
755,0,167
756,0,14
757,0,13
758,0,13
759,543,13
76,0,13
760,7428,5589
761,6342,6513
762,0,120
763,0,14
764,0,13
765,0,13
766,0,556
767,0,61
768,0,13
769,0,13
77,0,13
770,0,13
771,543,13
772,543,1148
773,1086,1199
774,543,659
775,0,110
776,0,14
777,8630,10436
778,0,420
779,0,14
78,0,13
780,0,13
781,0,13
782,1843,1427
783,1152,1528
784,609,986
785,66,437
786,66,342
787,66,342
788,66,342
789,66,885
79,0,13
790,66,389
791,66,342
792,66,342
793,1152,1428
794,1152,1528
795,609,986
796,66,437
797,66,342
798,66,342
799,609,342
8,0,13
80,0,13
800,66,390
801,66,342
802,66,342
803,66,342
804,1152,1428
805,1695,2071
806,66,445
807,66,342
808,8696,10762
809,66,798
81,0,13
810,66,342
811,66,342
812,66,342
813,66,885
814,66,389
815,1152,1428
816,2456,2409
817,0,118
818,0,14
819,0,13
82,0,13
820,0,13
821,0,13
822,0,556
823,0,61
824,0,13
825,0,13
826,0,13
827,0,556
828,0,61
829,0,13
83,0,13
830,0,13
831,0,13
832,0,13
833,0,13
834,543,13
835,0,62
836,0,13
837,0,13
838,0,13
839,13401,16793
84,0,13
840,543,520
841,0,63
842,0,13
843,0,13
844,0,13
845,0,13
846,0,13
847,0,556
848,0,61
849,0,556
85,0,13
850,8688,9703
851,0,425
852,0,14
853,0,13
854,0,13
855,0,13
856,0,13
857,0,556
858,0,61
859,0,13
86,0,13
860,0,13
861,7030,8035
862,0,376
863,0,14
864,0,556
865,0,61
866,0,13
867,0,13
868,0,13
869,0,13
87,0,13
870,1086,2170
871,0,796
872,11345,12935
873,0,521
874,0,14
875,0,556
876,0,61
877,0,13
878,0,13
879,0,13
88,0,13
880,4344,4357
881,17368,15143
882,0,222
883,8688,9656
884,0,917
885,0,61
886,0,13
887,0,13
888,0,13
889,0,13
89,0,13
890,0,13
891,0,13
892,543,13
893,0,62
894,0,13
895,0,13
896,0,556
897,0,61
898,0,13
899,0,13
9,0,13
90,0,13
900,0,13
901,0,556
902,0,61
903,0,13
904,0,13
905,0,13
906,0,13
907,0,13
908,0,13
909,0,556
91,0,13
910,0,61
911,0,13
912,0,13
913,0,13
914,0,13
915,0,13
916,0,13
917,0,556
918,0,61
919,0,13
92,0,13
920,0,13
921,0,13
922,0,556
923,0,61
924,0,13
925,0,13
926,0,13
927,0,13
928,0,556
929,0,61
93,0,13
930,0,13
931,0,13
932,12344,15422
933,5430,7571
934,7602,9152
935,543,966
936,0,110
937,0,14
938,0,13
939,0,13
94,0,13
940,0,556
941,0,61
942,0,13
943,0,13
944,0,13
945,0,13
946,0,13
947,3743,3814
948,0,167
949,0,14
95,0,13
950,0,13
951,0,13
952,0,13
953,0,13
954,0,556
955,0,61
956,0,13
957,0,13
958,2715,2728
959,0,120
96,0,13
960,0,14
961,0,13
962,0,13
963,9716,11528
964,0,375
965,0,14
966,543,556
967,0,110
968,0,14
969,2686,2728
97,0,13
970,543,709
971,0,110
972,0,14
973,0,13
974,0,13
975,0,13
976,0,556
977,0,61
978,0,13
979,0,13
98,0,13
980,1086,1099
981,1086,1201
982,543,659
983,0,110
984,0,14
985,0,13
986,0,13
987,0,13
988,0,13
989,0,13
99,0,13
990,0,13
991,543,13
992,0,62
993,0,13
994,8087,9898
995,0,372
996,0,557
997,2628,2233
998,1086,1295
999,543,659
