,bytes_read,bytes_written
1995,530093,530221
1996,271830,271989
1997,59176,59400
1998,0,124
1999,0,14
2,7059,8557
20,0,13
200,0,13
2000,0,13
2001,0,13
2002,543,556
2003,543,653
2004,268746,267256
2005,267117,268378
2006,267146,267216
2007,325207,325306
2008,1086,1214
2009,0,657
201,4858,6372
2010,0,61
2011,543,13
2012,543,62
2013,0,62
2014,0,13
2015,0,13
2016,1629,1642
2017,268232,267778
2018,527436,527716
2019,274943,275223
202,0,372
2020,70890,70622
2021,0,371
2022,0,14
2023,0,556
2024,0,61
2025,543,13
2026,0,62
2027,543,13
2028,0,62
2029,0,13
203,0,14
2030,0,556
2031,5430,6005
2032,0,222
2033,0,14
2034,0,13
2035,543,13
2036,543,605
2037,543,65
2038,1086,62
2039,0,110
204,0,13
2040,0,14
2041,0,13
2042,5430,5443
2043,543,171
2044,0,63
2045,0,13
2046,0,13
2047,543,556
2048,543,608
2049,0,653
205,0,13
2050,0,61
2051,5401,5443
2052,1086,903
2053,2715,3416
2054,1086,1301
2055,0,206
2056,543,14
2057,543,62
2058,0,62
2059,0,13
206,0,13
2060,0,556
2061,0,61
2062,543,13
2063,2172,2234
2064,1086,662
2065,0,158
2066,543,14
2067,0,62
2068,543,13
2069,0,605
207,0,13
2070,0,61
2071,0,13
2072,0,13
2073,0,556
2074,543,61
2075,543,62
2076,0,62
2077,0,13
2078,0,556
2079,543,604
208,0,13
2080,0,110
2081,0,14
2082,543,13
2083,0,62
2084,543,13
2085,1086,62
2086,0,110
2087,543,14
2088,0,62
2089,0,13
209,0,13
2090,13770,11882
2091,14313,14630
2092,543,275
2093,0,606
2094,0,61
2095,0,13
2096,0,13
2097,0,556
2098,0,604
2099,0,604
21,0,13
210,0,13
2100,0,61
2101,0,13
2102,0,13
2103,0,1099
2104,0,109
2105,0,14
2106,0,13
2107,543,556
2108,0,110
2109,543,14
211,0,13
2110,0,62
2111,0,13
2112,0,13
2113,9086,8672
2114,1086,1446
2115,4315,4430
2116,0,170
2117,0,14
2118,543,13
2119,543,62
212,5973,6953
2120,0,62
2121,0,13
2122,0,13
2123,543,13
2124,0,62
2125,0,13
2126,1629,1642
2127,1086,1295
2128,543,659
2129,543,110
213,0,374
2130,0,63
2131,0,13
2132,0,556
2133,0,61
2134,543,556
2135,0,653
2136,0,61
2137,0,13
2138,0,556
2139,0,61
214,0,14
2140,0,13
2141,543,13
2142,0,62
2143,543,13
2144,6458,6578
2145,0,270
2146,0,14
2147,0,1099
2148,0,109
2149,2510,5980
215,0,13
2150,0,69
2151,0,13
2152,543,13
2153,543,62
2154,0,62
2155,0,556
2156,0,61
2157,543,13
2158,0,62
2159,0,13
216,0,13
2160,0,13
2161,543,556
2162,0,110
2163,0,14
2164,0,556
2165,0,61
2166,0,13
2167,0,1099
2168,0,109
2169,0,14
217,0,13
2170,543,556
2171,0,110
2172,0,14
2173,543,13
2174,0,62
2175,6458,6529
2176,0,269
2177,0,14
2178,0,1099
2179,0,109
218,0,13
2180,0,14
2181,0,13
2182,0,1099
2183,0,109
2184,0,14
2185,0,13
2186,543,13
2187,543,605
2188,0,110
2189,0,14
219,543,1629
2190,0,13
2191,1086,1099
2192,0,161
2193,0,14
2194,0,13
2195,0,13
2196,543,13
2197,543,605
2198,0,110
2199,0,14
22,0,13
220,0,156
2200,543,13
2201,0,62
2202,0,13
2203,0,13
2204,0,1099
2205,0,109
2206,8630,8702
2207,0,864
2208,0,61
2209,0,13
221,0,14
2210,0,13
2211,5799,2825
2212,6885,7001
2213,543,214
2214,0,63
2215,0,556
2216,0,61
2217,543,13
2218,0,62
2219,0,556
222,0,13
2220,543,61
2221,0,62
2222,0,13
2223,543,13
2224,0,62
2225,1086,1099
2226,0,159
2227,0,14
2228,0,1099
2229,0,109
223,5401,6915
2230,0,14
2231,0,556
2232,0,604
2233,0,61
2234,0,13
2235,0,13
2236,0,13
2237,6943,5986
2238,1629,1988
2239,0,118
224,0,321
2240,0,14
2241,0,556
2242,543,61
2243,0,62
2244,0,556
2245,0,61
2246,543,13
2247,0,62
2248,2715,2185
2249,2143,2338
225,0,14
2250,1629,1839
2251,0,118
2252,0,557
2253,0,61
2254,0,13
2255,0,556
2256,543,61
2257,0,62
2258,543,13
2259,1086,1148
226,0,13
2260,3801,4430
2261,543,760
2262,0,110
2263,0,14
2264,0,13
2265,0,1099
2266,0,109
2267,0,557
2268,2686,3804
2269,0,213
227,0,13
2270,543,14
2271,0,605
2272,0,61
2273,543,13
2274,543,605
2275,0,110
2276,0,14
2277,0,13
2278,0,556
2279,1086,1147
228,0,13
2280,2172,1744
2281,0,165
2282,0,557
2283,0,61
2284,0,13
2285,0,13
2286,543,13
2287,0,62
2288,543,13
2289,0,62
229,0,13
2290,543,13
2291,0,62
2292,0,13
2293,543,556
2294,0,110
2295,0,14
2296,1086,13
2297,0,110
2298,0,14
2299,7486,7586
23,0,13
230,0,13
2300,1086,1355
2301,3772,3887
2302,543,712
2303,0,110
2304,543,14
2305,543,62
2306,0,62
2307,0,13
2308,543,13
2309,0,62
231,0,13
2310,0,13
2311,0,1099
2312,543,109
2313,0,63
2314,0,13
2315,0,13
2316,0,13
2317,0,13
2318,0,556
2319,543,61
232,0,13
2320,0,62
2321,0,556
2322,0,61
2323,0,13
2324,0,13
2325,543,13
2326,763,390
2327,66,343
2328,609,1971
2329,66,487
233,0,13
2330,7038,6858
2331,66,596
2332,6951,3697
2333,66,586
2334,66,342
2335,66,342
2336,609,342
2337,1152,390
2338,66,438
2339,609,342
234,7030,7873
2340,609,391
2341,2238,3077
2342,609,990
2343,609,438
2344,66,391
2345,609,343
2346,1367,730
2347,0,64
2348,0,556
2349,0,61
235,543,1168
2350,0,13
2351,543,556
2352,0,110
2353,0,14
2354,0,13
2355,0,556
2356,0,61
2357,543,556
2358,543,110
2359,2612,3315
236,543,720
2360,0,161
2361,7001,6530
2362,0,316
2363,0,557
2364,0,61
2365,0,13
2366,0,1099
2367,0,109
2368,0,14
2369,0,13
237,0,208
2370,0,556
2371,0,61
2372,543,13
2373,0,62
2374,0,556
2375,0,604
2376,543,61
2377,0,62
2378,0,13
2379,0,13
238,0,14
2380,543,556
2381,543,110
2382,0,63
2383,0,13
2384,543,13
2385,0,605
2386,543,61
2387,0,62
2388,0,556
2389,0,61
239,0,13
2390,0,13
2391,1086,1099
2392,7001,7220
2393,0,317
2394,0,14
2395,543,13
2396,543,62
2397,0,62
2398,0,13
2399,0,13
24,0,13
240,0,13
2400,0,13
2401,1086,13
2402,0,110
2403,543,14
2404,543,605
2405,0,110
2406,0,14
2407,0,13
2408,543,13
2409,0,1148
241,0,13
2410,0,109
2411,0,14
2412,0,13
2413,0,13
2414,0,13
2415,543,556
2416,0,653
2417,0,61
2418,0,556
2419,0,61
242,0,13
2420,543,556
2421,0,110
2422,0,14
2423,8058,8158
2424,2172,2489
2425,0,755
2426,0,61
2427,543,13
2428,0,62
2429,0,556
243,0,13
2430,0,61
2431,0,13
2432,0,556
2433,0,61
2434,0,556
2435,543,61
2436,0,62
2437,0,556
2438,0,604
2439,0,61
244,0,13
2440,0,13
2441,0,13
2442,0,556
2443,543,61
2444,543,62
2445,0,62
2446,0,13
2447,0,13
2448,0,13
2449,0,556
245,0,13
2450,543,604
2451,0,110
2452,0,14
2453,7428,5542
2454,21741,21501
2455,1629,1951
2456,0,661
2457,0,61
2458,0,13
2459,0,13
246,0,13
2460,0,13
2461,1086,556
2462,0,158
2463,0,14
2464,0,13
2465,5944,5986
2466,0,222
2467,0,14
2468,0,556
2469,0,61
247,0,13
2470,543,13
2471,0,62
2472,0,13
2473,0,1099
2474,0,109
2475,0,14
2476,2172,2185
2477,1086,662
2478,0,158
2479,0,557
248,0,13
2480,0,61
2481,0,13
2482,0,1099
2483,0,109
2484,543,14
2485,3171,2777
2486,3772,4000
2487,4858,4978
2488,1629,2439
2489,0,165
249,0,13
2490,0,14
2491,543,13
2492,0,62
2493,0,13
2494,0,556
2495,543,61
2496,0,62
2497,0,13
2498,1086,1099
2499,1629,2287
25,4887,5699
250,5886,9259
2500,0,708
2501,0,61
2502,0,13
2503,0,13
2504,543,556
2505,0,110
2506,0,14
2507,0,556
2508,0,61
2509,543,13
251,0,372
2510,0,605
2511,0,61
2512,0,13
2513,0,556
2514,0,1147
2515,0,109
2516,8058,8159
2517,0,314
2518,543,14
2519,543,62
252,0,14
2520,0,605
2521,0,61
2522,0,13
2523,0,13
2524,0,556
2525,543,61
2526,0,603
2527,543,61
2528,543,605
2529,0,110
253,0,13
2530,0,14
2531,0,13
2532,0,13
2533,0,13
2534,543,13
2535,1086,62
2536,0,110
2537,0,14
2538,0,13
2539,543,13
254,0,13
2540,0,605
2541,0,61
2542,0,13
2543,0,13
2544,543,13
2545,0,605
2546,0,61
2547,5343,5443
2548,1629,1894
2549,0,118
255,0,13
2550,0,14
2551,543,13
2552,1086,62
2553,0,110
2554,0,14
2555,0,13
2556,0,13
2557,0,556
2558,2172,2776
2559,543,709
256,0,13
2560,0,653
2561,0,61
2562,543,13
2563,0,62
2564,0,13
2565,0,556
2566,0,604
2567,543,61
2568,0,605
2569,0,61
257,0,13
2570,0,13
2571,0,13
2572,0,556
2573,543,61
2574,13169,11303
2575,13227,13498
2576,0,267
2577,0,14
2578,7001,6529
2579,0,271
258,0,13
2580,0,14
2581,0,13
2582,0,13
2583,0,556
2584,0,604
2585,0,61
2586,0,556
2587,0,61
2588,0,13
2589,0,556
259,0,13
2590,543,61
2591,0,62
2592,0,13
2593,543,13
2594,0,62
2595,0,556
2596,0,61
2597,0,13
2598,0,556
2599,0,604
26,543,1062
260,0,13
2600,0,61
2601,543,13
2602,543,62
2603,0,62
2604,0,13
2605,543,13
2606,0,605
2607,0,61
2608,543,13
2609,3801,3863
261,5973,6947
2610,1086,1440
2611,1629,1201
2612,543,706
2613,0,110
2614,543,14
2615,0,62
2616,764,895
2617,0,606
2618,0,61
2619,543,13
262,0,425
2620,0,62
2621,0,13
2622,0,13
2623,543,13
2624,0,62
2625,543,556
2626,0,65
2627,0,13
2628,543,13
2629,1086,62
263,0,14
2630,0,110
2631,543,14
2632,0,62
2633,0,13
2634,543,13
2635,0,62
2636,0,13
2637,543,13
2638,0,605
2639,0,61
264,0,13
2640,2172,1642
2641,543,799
2642,543,110
2643,0,63
2644,0,13
2645,0,13
2646,543,13
2647,543,62
2648,543,62
2649,0,62
265,0,13
2650,0,556
2651,0,61
2652,0,13
2653,1086,13
2654,0,110
2655,0,14
2656,543,13
2657,0,62
2658,0,556
2659,0,61
266,0,13
2660,0,556
2661,0,604
2662,0,61
2663,0,13
2664,0,13
2665,0,556
2666,0,61
2667,0,556
2668,543,61
2669,0,62
267,0,13
2670,0,556
2671,4771,3862
2672,1629,1907
2673,5401,6004
2674,2172,2390
2675,543,662
2676,543,110
2677,0,63
2678,0,13
2679,0,556
268,0,13
2680,0,61
2681,543,13
2682,0,62
2683,543,13
2684,754,391
2685,66,344
2686,66,343
2687,609,343
2688,609,391
2689,66,934
269,0,13
2690,66,390
2691,66,343
2692,66,343
2693,66,1429
2694,66,438
2695,5322,3128
2696,9123,8960
2697,66,595
2698,66,343
2699,66,343
27,543,717
270,0,13
2700,66,886
2701,609,390
2702,1695,2020
2703,66,582
2704,66,886
2705,66,390
2706,66,886
2707,66,390
2708,66,343
2709,66,343
271,0,13
2710,66,886
2711,66,390
2712,609,886
2713,609,936
2714,66,438
2715,66,343
2716,66,343
2717,66,343
2718,66,343
2719,66,1429
272,4344,5315
2720,66,981
2721,66,390
2722,66,343
2723,66,886
2724,609,388
2725,66,391
2726,66,343
2727,609,886
2728,66,981
2729,66,390
273,0,325
2730,66,343
2731,66,343
2732,66,343
2733,5380,5230
2734,66,590
