time,bytes_read,bytes_written
751,0,18
752,0,13
753,0,13
754,0,13
755,0,13
756,0,13
757,0,13
758,0,13
759,0,13
76,0,13
760,543,13
761,4170,2333
762,0,69
763,0,13
764,0,13
765,0,13
766,0,13
767,0,13
768,0,13
769,3129,2782
77,0,13
770,0,158
771,0,14
772,0,13
773,0,13
774,0,13
775,0,13
776,0,13
777,0,13
778,0,13
779,221,334
78,0,13
780,566,1636
781,278,133
782,556,940
783,556,248
784,844,1060
785,556,249
786,556,248
787,556,248
788,556,248
789,556,248
79,0,13
790,556,248
791,556,248
792,556,248
793,556,248
794,556,248
795,556,248
796,556,248
797,556,248
798,556,248
799,556,248
8,0,13
80,0,13
800,556,248
801,556,248
802,556,248
803,556,248
804,556,248
805,556,248
806,556,248
807,556,248
808,5443,5135
809,556,454
81,0,13
810,556,248
811,556,248
812,556,248
813,556,248
814,556,248
815,556,248
816,844,1060
817,278,2305
818,278,325
819,278,132
82,0,13
820,278,132
821,278,132
822,278,132
823,278,132
824,278,132
825,278,132
826,278,132
827,278,132
828,278,132
829,3375,2913
83,0,13
830,566,1086
831,556,941
832,834,1056
833,834,365
834,834,364
835,834,364
836,1390,1980
837,1390,598
838,1390,597
839,3783,3090
84,0,13
840,1390,834
841,1390,597
842,1390,597
843,1390,597
844,1390,597
845,1390,597
846,1390,597
847,1390,597
848,1390,597
849,1390,597
85,0,13
850,1390,597
851,1390,597
852,1390,597
853,1390,597
854,1390,597
855,1390,597
856,1390,597
857,1390,597
858,1390,597
859,1390,597
86,0,13
860,1390,597
861,3533,2769
862,1390,699
863,1390,597
864,1390,597
865,1390,597
866,1390,597
867,1390,597
868,1390,597
869,1390,597
87,0,13
870,2764,2495
871,1112,624
872,2741,2110
873,1112,582
874,1400,1293
875,834,366
876,834,364
877,834,364
878,834,364
879,834,364
88,0,13
880,4635,4679
881,24573,21293
882,834,670
883,834,364
884,834,364
885,834,364
886,834,364
887,834,364
888,834,364
889,556,248
89,0,13
890,834,1056
891,834,365
892,834,364
893,834,364
894,834,364
895,834,364
896,834,364
897,834,364
898,834,364
899,1055,685
9,0,13
90,0,13
900,834,365
901,834,364
902,834,364
903,834,364
904,834,364
905,834,364
906,834,364
907,834,364
908,834,364
909,834,364
91,0,13
910,1122,1176
911,556,250
912,556,248
913,556,248
914,556,248
915,556,248
916,556,248
917,556,248
918,556,248
919,556,248
92,0,13
920,556,248
921,834,364
922,834,364
923,834,364
924,834,364
925,834,364
926,834,364
927,834,364
928,834,364
929,834,364
93,0,13
930,834,364
931,834,364
932,4635,1450
933,2463,2142
934,4635,4267
935,834,615
936,834,364
937,834,364
938,834,364
939,834,364
94,0,13
940,834,364
941,834,364
942,834,364
943,834,364
944,834,364
945,834,364
946,834,364
947,834,364
948,834,364
949,556,248
95,0,13
950,556,248
951,556,248
952,556,248
953,556,248
954,556,248
955,556,248
956,556,248
957,556,248
958,556,248
959,777,569
96,0,13
960,556,248
961,556,248
962,556,248
963,2185,1877
964,278,234
965,278,132
966,278,132
967,278,132
968,278,132
969,278,132
97,0,13
970,278,132
971,278,132
972,278,132
973,278,132
974,278,132
975,278,132
976,278,132
977,278,132
978,278,132
979,278,132
98,0,13
980,278,132
981,556,248
982,556,248
983,556,248
984,556,248
985,556,248
986,556,248
987,556,248
988,556,248
989,556,248
99,0,13
990,556,248
991,556,248
992,556,248
993,556,248
994,3814,3506
995,556,492
996,834,364
997,834,364
998,834,364
999,556,248
