,bytes_read,bytes_written
154,543,13
1540,0,13
1541,0,13
1542,543,13
1543,0,61
1544,0,556
1545,0,603
1546,0,60
1547,1629,3377
1548,0,222
1549,0,14
155,0,61
1550,0,13
1551,0,13
1552,0,13
1553,0,556
1554,0,60
1555,0,13
1556,0,556
1557,0,60
1558,0,13
1559,0,13
156,5288,6494
1560,0,556
1561,543,60
1562,0,61
1563,0,13
1564,0,13
1565,0,13
1566,543,13
1567,0,61
1568,543,13
1569,543,61
157,3258,7312
1570,0,61
1571,0,13
1572,0,556
1573,0,60
1574,0,13
1575,0,13
1576,543,13
1577,0,61
1578,1629,3374
1579,0,222
158,1086,2574
1580,0,14
1581,0,13
1582,0,13
1583,543,13
1584,0,604
1585,0,60
1586,0,13
1587,0,13
1588,0,13
1589,0,13
159,2715,4488
1590,543,13
1591,0,61
1592,0,13
1593,0,13
1594,543,556
1595,0,108
1596,0,14
1597,0,13
1598,0,13
1599,0,1099
16,543,714
160,259866,256139
1600,0,107
1601,0,14
1602,0,13
1603,0,13
1604,0,556
1605,0,60
1606,0,556
1607,0,60
1608,0,13
1609,543,2677
161,259262,257230
1610,1086,1501
1611,543,220
1612,0,62
1613,0,13
1614,0,13
1615,0,13
1616,0,13
1617,543,13
1618,543,61
1619,0,61
162,259262,257167
1620,0,13
1621,0,13
1622,543,13
1623,543,61
1624,0,61
1625,0,13
1626,0,13
1627,0,13
1628,0,556
1629,0,60
163,316780,312203
1630,0,13
1631,543,13
1632,0,61
1633,543,13
1634,0,61
1635,0,13
1636,0,13
1637,0,13
1638,0,13
1639,543,556
164,32,965
1640,1629,3623
1641,0,222
1642,0,14
1643,0,556
1644,0,60
1645,0,13
1646,543,13
1647,0,61
1648,0,13
1649,0,13
165,604,860
1650,0,13
1651,543,556
1652,0,108
1653,0,14
1654,0,13
1655,0,13
1656,543,556
1657,0,108
1658,0,14
1659,0,13
166,259291,255089
1660,0,13
1661,0,13
1662,543,13
1663,0,604
1664,0,60
1665,0,13
1666,0,13
1667,0,13
1668,543,13
1669,5810,4189
